Government Bus Name,Route Title,Fare,Route Link
KSRTC (Kerala),Bangalore to Kozhikode,492,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala),Kozhikode to Bangalore,453,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
KSRTC (Kerala),Kozhikode to Ernakulam,219,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
KSRTC (Kerala),Ernakulam to Kozhikode,219,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala),Mysore to Kozhikode,286,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala),Kozhikode to Mysore,286,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
KSRTC (Kerala),Bangalore to Kannur (Kerala),575,https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala),Kozhikode to Thrissur,174,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala),Bangalore to Kalpetta (kerala),395,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala),Kalpetta (kerala) to Bangalore,365,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
APSRTC,Hyderabad to Vijayawada,272,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
APSRTC,Vijayawada to Hyderabad,362,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
APSRTC,Hyderabad to Ongole,500,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,186,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
APSRTC,Kakinada to Visakhapatnam,217,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
APSRTC,Ongole to Hyderabad,555,https://www.redbus.in/bus-tickets/ongole-to-hyderabad
APSRTC,Bangalore to Tirupati,264,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
APSRTC,Bangalore to Kadapa,335,https://www.redbus.in/bus-tickets/bangalore-to-kadapa
APSRTC,Kadapa to Bangalore,335,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
APSRTC,Narasaraopet to Hyderabad,427,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad
APSRTC,Hyderabad to Narasaraopet,335,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet
APSRTC,Bangalore to Chittoor (Andhra Pradesh),170,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC,Tirupati to Bangalore,280,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
APSRTC,Madanapalli to Bangalore,143,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore
APSRTC,Bangalore to Anantapur (andhra pradesh),250,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC,Vinukonda to Hyderabad,435,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
APSRTC,Visakhapatnam to Kakinada,250,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC,Anantapur (andhra pradesh) to Bangalore,250,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore
APSRTC,Bangalore to Madanapalli,143,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli
APSRTC,Eluru to Hyderabad,537,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC,Guntur (Andhra Pradesh) to Hyderabad,373,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC,Hyderabad to Kurnool,265,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
APSRTC,Kadiri to Bangalore,188,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC,Hyderabad to Vinukonda,416,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda
APSRTC,Bangalore to Kadiri,190,https://www.redbus.in/bus-tickets/bangalore-to-kadiri
APSRTC,Hyderabad to Eluru,514,https://www.redbus.in/bus-tickets/hyderabad-to-eluru
APSRTC,Macherla (andhra pradesh) to Hyderabad,289,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
APSRTC,Hyderabad to Guntur (Andhra Pradesh),451,https://www.redbus.in/bus-tickets/hyderabad-to-guntur
APSRTC,Nandyal to Hyderabad,469,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
APSRTC,Hyderabad to Macherla (andhra pradesh),289,https://www.redbus.in/bus-tickets/hyderabad-to-macherla
APSRTC,Rayachoti to Bangalore,330,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
APSRTC,Chennai to Tirupati,149,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
APSRTC,Bangalore to Rayachoti,269,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
APSRTC,Rajahmundry to Hyderabad,668,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
APSRTC,Rajahmundry to Visakhapatnam,298,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam
APSRTC,Hyderabad to Rajahmundry,533,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
APSRTC,Hyderabad to Nandyal,362,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
APSRTC,Hyderabad to Addanki,357,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
APSRTC,Kurnool to Vijayawada,428,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC,Kurnool to Bangalore,536,https://www.redbus.in/bus-tickets/kurnool-to-bangalore
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,1470,https://www.redbus.in/bus-tickets/pune-to-goa
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,945,https://www.redbus.in/bus-tickets/goa-to-pune
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,1050,https://www.redbus.in/bus-tickets/mumbai-to-goa
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,1050,https://www.redbus.in/bus-tickets/bangalore-to-goa
Kadamba Transport Corporation Limited (KTCL),Belagavi to Goa,170,https://www.redbus.in/bus-tickets/belagavi-to-goa
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,900,https://www.redbus.in/bus-tickets/goa-to-bangalore
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,945,https://www.redbus.in/bus-tickets/goa-to-mumbai
Kadamba Transport Corporation Limited (KTCL),Goa to Belagavi,170,https://www.redbus.in/bus-tickets/goa-to-belagavi
Kadamba Transport Corporation Limited (KTCL),Pandharpur to Goa,735,https://www.redbus.in/bus-tickets/pandharpur-to-goa
Kadamba Transport Corporation Limited (KTCL),Solapur to Goa,850,https://www.redbus.in/bus-tickets/solapur-to-goa
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),420,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra
Kadamba Transport Corporation Limited (KTCL),Goa to Pandharpur,735,https://www.redbus.in/bus-tickets/goa-to-pandharpur
Kadamba Transport Corporation Limited (KTCL),Goa to Solapur,850,https://www.redbus.in/bus-tickets/goa-to-solapur
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Goa Airport,210,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport
Kadamba Transport Corporation Limited (KTCL),Goa to Sangola (Solapur),675,https://www.redbus.in/bus-tickets/goa-to-sangola
Kadamba Transport Corporation Limited (KTCL),Goa Airport to Calangute (goa),210,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Mopa Airport,200,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport
Kadamba Transport Corporation Limited (KTCL),Sangola (Solapur) to Goa,675,https://www.redbus.in/bus-tickets/sangola-to-goa
Kadamba Transport Corporation Limited (KTCL),Goa to Sangli,490,https://www.redbus.in/bus-tickets/goa-to-sangli
Kadamba Transport Corporation Limited (KTCL),Ponda to Belagavi,150,https://www.redbus.in/bus-tickets/ponda-to-belagavi
Kadamba Transport Corporation Limited (KTCL),Shivamogga to Goa,450,https://www.redbus.in/bus-tickets/shimoga-to-goa
Kadamba Transport Corporation Limited (KTCL),Marcel to Belagavi,140,https://www.redbus.in/bus-tickets/marcel-to-belagavi
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Calangute (goa),200,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa
Kadamba Transport Corporation Limited (KTCL),Belagavi to Ponda,150,https://www.redbus.in/bus-tickets/belagavi-to-ponda
Kadamba Transport Corporation Limited (KTCL),Belagavi to Marcel,140,https://www.redbus.in/bus-tickets/belagavi-to-marcel
Kadamba Transport Corporation Limited (KTCL),Panaji to Goa Airport,157,https://www.redbus.in/bus-tickets/panaji-to-goa-airport
Kadamba Transport Corporation Limited (KTCL),Goa to Mopa Airport,150,https://www.redbus.in/bus-tickets/goa-to-mopa-airport
Kadamba Transport Corporation Limited (KTCL),Goa to Miraj,505,https://www.redbus.in/bus-tickets/goa-to-miraj
Kadamba Transport Corporation Limited (KTCL),Goa to Shivamogga,450,https://www.redbus.in/bus-tickets/goa-to-shimoga
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Goa,150,https://www.redbus.in/bus-tickets/mopa-airport-to-goa
Kadamba Transport Corporation Limited (KTCL),Saquelim to Belagavi,140,https://www.redbus.in/bus-tickets/saquelim-to-belagavi
Kadamba Transport Corporation Limited (KTCL),Margao to Mopa Airport,400,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Margao,400,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa
Kadamba Transport Corporation Limited (KTCL),Panaji to Mopa Airport,200,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport
Kadamba Transport Corporation Limited (KTCL),Belagavi to Saquelim,140,https://www.redbus.in/bus-tickets/belagavi-to-saquelim
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,700,https://www.redbus.in/bus-tickets/goa-to-satara
Kadamba Transport Corporation Limited (KTCL),Goa Airport to Panaji,157,https://www.redbus.in/bus-tickets/goa-airport-to-panaji
Kadamba Transport Corporation Limited (KTCL),Shirdi to Goa,1200,https://www.redbus.in/bus-tickets/shirdi-to-goa
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Panaji,200,https://www.redbus.in/bus-tickets/mopa-airport-to-panaji
Kadamba Transport Corporation Limited (KTCL),Goa to Shirdi,1200,https://www.redbus.in/bus-tickets/goa-to-shirdi
TGSRTC,Hyderabad to Srisailam,390,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam
TGSRTC,Khammam to Hyderabad,277,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC,Hyderabad to Vijayawada,352,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
TGSRTC,Hyderabad to Khammam,281,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC,Karimnagar to Hyderabad,283,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC,Hyderabad to Mancherial,429,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC,Guntur (Andhra Pradesh) to Hyderabad,364,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
TGSRTC,Hyderabad to Adilabad,504,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC,Hyderabad to Ongole,424,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
TGSRTC,Hyderabad to Nirmal,376,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC,Kothagudem to Hyderabad,392,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC,Hyderabad to Guntur (Andhra Pradesh),364,https://www.redbus.in/bus-tickets/hyderabad-to-guntur
TGSRTC,Hyderabad to Karimnagar,281,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC,Godavarikhani to Hyderabad,392,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC,Hyderabad to Sathupally,453,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC,Hyderabad to Kothagudem,396,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC,Hyderabad to Anantapur (andhra pradesh),471,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
TGSRTC,Jagityal to Hyderabad,363,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TGSRTC,Hyderabad to Bhadrachalam,450,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC,Hyderabad to Tirupati,732,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
RSRTC,Jodhpur to Ajmer,226,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC,Jaipur (Rajasthan) to Jodhpur,356,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC,Beawar (Rajasthan) to Jaipur (Rajasthan),206,https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC,Udaipur to Jodhpur,285,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC,Sikar to Jaipur (Rajasthan),129,https://www.redbus.in/bus-tickets/sikar-to-jaipur
RSRTC,Aligarh (uttar pradesh) to Jaipur (Rajasthan),369,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur
RSRTC,Kishangarh to Jaipur (Rajasthan),120,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC,Jaipur (Rajasthan) to Pilani,263,https://www.redbus.in/bus-tickets/jaipur-to-pilani
RSRTC,Jaipur (Rajasthan) to Aligarh (uttar pradesh),369,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC,Jodhpur to Beawar (Rajasthan),167,https://www.redbus.in/bus-tickets/jodhpur-to-beawer
UPSRTC,Bareilly (Uttar Pradesh) to Delhi,413,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC,Delhi to Bareilly (Uttar Pradesh),413,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC,Aligarh (uttar pradesh) to Delhi,204,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi
UPSRTC,Lucknow to Prayagraj(Uttar Pradesh),310,https://www.redbus.in/bus-tickets/lucknow-to-allahabad
UPSRTC,Lucknow to Delhi,746,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,485,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,310,https://www.redbus.in/bus-tickets/allahabad-to-lucknow
UPSRTC,Sitapur (Uttar Pradesh) to Delhi,666,https://www.redbus.in/bus-tickets/sitapur-to-delhi
UPSRTC,Gorakhpur (uttar pradesh) to Lucknow,414,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow
UPSRTC,Lucknow to Agra,429,https://www.redbus.in/bus-tickets/lucknow-to-agra
UPSRTC,Varanasi to Lucknow,475,https://www.redbus.in/bus-tickets/varanasi-to-lucknow
UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),482,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC,Delhi to Aligarh (uttar pradesh),204,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC,Agra to Lucknow,429,https://www.redbus.in/bus-tickets/agra-to-lucknow
UPSRTC,Ballia (Uttar Pradesh) to Lucknow,575,https://www.redbus.in/bus-tickets/ballia-to-lucknow
UPSRTC,Lucknow to Aligarh (uttar pradesh),655,https://www.redbus.in/bus-tickets/lucknow-to-aligarh-uttar-pradesh
UPSRTC,Badaun to Delhi,334,https://www.redbus.in/bus-tickets/badaun-to-delhi
UPSRTC,Lucknow to Varanasi,475,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
UPSRTC,Delhi to Lucknow,730,https://www.redbus.in/bus-tickets/delhi-to-lucknow
UPSRTC,Moradabad to Delhi,262,https://www.redbus.in/bus-tickets/moradabad-to-delhi
UPSRTC,Aligarh (uttar pradesh) to Lucknow,600,https://www.redbus.in/bus-tickets/aligarh-to-lucknow
UPSRTC,Gorakhpur (uttar pradesh) to Delhi,1183,https://www.redbus.in/bus-tickets/gorakhpur-to-delhi
